Geneid	KEGG_ko
gene4348	K07375
gene10798	K03341
gene12907	K10104
gene11749	K14565
gene11023	K08738
gene9078	K19514
gene6977	K06626
gene11393	K20526
gene13592	K01764
gene8891	K13806
gene13962	K04904,K04908
gene12141	K08202
gene3062	K13499
gene3549	K04578,K04579
gene12185	K08268,K09095,K09096,K10586
gene10492	K11151,K15734
gene13526	K08738
gene11732	K22384
gene9285	K09270,K18435
gene10869	K09267,K16796
gene13364	K00665
gene12101	K08836,K08837
gene14144	K09228
gene14214	K16500
gene10510	K07376
gene14315	K04712
gene12281	K09037
gene6997	K17973
gene12793	K06491,K16680
gene8965	K05679,K05680
gene13399	K11340,K11652
gene5451	K03141
gene907	K13093
gene13528	K01758
gene13417	K09529
gene11531	K13254
gene10454	K09228
gene10631	K06835
gene12290	K05032,K05033
gene14285	K03440
gene13446	K13863,K13864,K13865
gene12449	K15116,K21403
gene11830	K17606
gene10797	K08145
gene7454	K04659,K06839
gene8964	K07819,K07820
gene12824	K11298
gene11622	K13749,K13750
gene10354	K01099
gene10170	K01410
gene2939	K20730
gene6164	K05330
gene7378	K05397
gene13678	K01049
gene10834	K06086
gene13929	K03094
gene3897	K14388
gene9622	K10838
gene11241	K20179
gene10762	K02977,K14842
gene10763	K14842
gene2827	K09381
gene8589	K13095
gene6456	K09303,K09311
gene6636	K18398
gene12387	K10899
gene12437	K19774
gene12783	K03030
gene13245	K09083
gene9815	K08145
gene9816	K08145
gene13751	K17583
gene7317	K08035,K09387
gene12481	K08471
gene12674	K18466
gene8024	K07817
gene10491	K14315
gene11810	K01488,K19572
gene13852	K16542,K16549,K16718
gene6746	K09203,K12497,K18757
gene13819	K14613
gene3559	K09106
gene3560	K01104,K18032
gene11993	K00731
gene8179	K15559
gene14031	K03454
gene9496	K07511
gene12343	K10736
gene6480	K07427,K15001,K17953,K17954,K17959
gene10220	K14846
gene10049	K01939
gene10050	K09341
gene13636	K00033,K11511
gene10730	K02921
gene14591	K12620
gene3493	K12394
gene11867	K10624
gene6704	K02872
gene12806	K13192,K13193
gene11381	K06753,K06754,K06755
gene9182	K08706
gene6532	K03768
gene14559	K02936
gene5584	K19465
gene6795	K00799
gene7006	K05312
gene5272	K16685
gene9165	K15499,K15500,K15501
gene13156	K11414
gene12688	K18422
gene9844	K04255
gene5930	K04511
gene5324	K07201,K09408,K17847
gene3541	K07424,K14999,K15003,K17689,K17690,K17691,K17692,K17860
gene4161	K04547
gene5013	K02105
gene12919	K10812
gene13059	K14323
gene9551	K09203,K12497,K18757
gene13146	K00699
gene11596	K08471
gene11946	K02633
gene7476	K19531
gene14078	K05312
gene13350	K08738
gene12211	K12865
gene12172	K21108
gene7783	K01025
gene12120	K01052
gene6065	K08027,K08560,K08705
gene11691	K01315
gene10335	K06258
gene11673	K04225,K04240,K08375
gene9717	K02857
gene9911	K06099,K09276,K09277
gene7550	K08367,K09278,K09279,K09280,K20213
gene13139	K10380,K15503
gene14672	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene9484	K07527,K08889
gene10451	K10141,K20394
gene8954	K15690
gene8955	K15690
gene11423	K07378
gene9604	K08424
gene12761	K01900
gene10016	K08665,K09637,K09640
gene10017	K09640
gene10419	K08471
gene5856	K07198,K08811
gene4334	K07427,K15001,K15007
gene9430	K10401
gene11038	K00859,K08597
gene8355	K04372
gene11164	K14938
gene8595	K09385
gene11048	K09574
gene8610	K10636
gene12035	K13133
gene7433	K02084
gene11133	K14569
gene13571	K16481,K16551,K20478
gene9146	K21554
gene13742	K12812,K13182
gene11729	K12837
gene12617	K02734
gene6064	K17659
gene12867	K08875
gene9477	K13886,K13887
gene13347	K16535
gene7145	K16601
gene13884	K17973
gene12465	K02183
gene11875	K09382
gene10747	K07752
gene11112	K09228
gene10282	K01080
gene11928	K20404
gene12565	K02999
gene13095	K03679
gene11965	K15686
gene10253	K18808
gene10086	K04361,K05083,K05084,K05085
gene9916	K02564
gene5995	K18166
gene14083	K06633
gene12296	K07877
gene9271	K07427,K15001,K15007
gene13478	K01930,K04409,K04410,K05733
gene12986	K13214,K13219
gene12526	K12302
gene14297	K10523
gene9107	K11449,K15601
gene13424	K01829,K09583,K13984
gene13810	K20752
gene12993	K00108,K21270
gene14115	K16542,K16549,K16718
gene10125	K08956
gene10283	K16862
gene12164	K02370
gene8695	K08193,K12301
gene10991	K06115
gene2226	K18629
gene12951	K19480,K19498,K19499
gene3033	K08031
gene11968	K04974,K04975
gene13105	K04437
gene11650	K09199
gene9229	K11321
gene9380	K09267
gene9878	K08129
gene2938	K09395,K09411
gene10861	K05673
gene14055	K09108
gene10774	K13174
gene12861	K01044,K01049,K01063,K03927,K15743
gene12308	K06519,K14210
gene7179	K01081
gene13991	K17602
gene6254	K03671
gene10720	K13101,K13566
gene6291	K20752
gene14122	K08510,K13504
gene7334	K10812
gene12844	K12378
gene9012	K01187,K14210
gene8942	K03992,K19904,K20674
gene12362	K15289
gene11544	K08811
gene8199	K05038
gene13238	K18405
gene12837	K01081,K19970
gene6122	K11253,K11275
gene11802	K11833
gene7507	K05731,K16847
gene8219	K16781
gene10365	K00858
gene10143	K00507,K06227
gene12063	K07874,K07875
gene12785	K03679,K06619,K08887
gene12470	K06835
gene1306	K14157
gene13285	K03440
gene12944	K04961,K04962,K04963,K17675
gene12544	K22381
gene13006	K18756
gene7140	K08956
gene14158	K10838
gene11366	K14966
gene10993	K03662
gene9412	K18412
gene9089	K14840
gene5321	K05122,K05123,K08252
gene14310	K04683,K09392,K09393,K09394
gene13755	K01441,K04711
gene5250	K12819
gene9600	K05706,K09218
gene13474	K11426
gene11399	K00311
gene6762	K06069
gene8456	K14610
gene6507	K06620
gene10468	K20915
gene12251	K04718
gene14118	K19041
gene5004	K05726,K16832
gene11183	K07521
gene9027	K01580,K01594,K18966
gene13891	K06276
gene6095	K04306,K04307
gene8136	K04525,K13963
gene12790	K09228,K09229
gene14283	K05955
gene13764	K15046
gene13769	K00974
gene6605	K12567
gene9701	K14411
gene9439	K05694
gene14095	K00901
gene9826	K05312
gene12742	K09310
gene11612	K08735
gene8914	K11124
gene5643	K10104
gene5971	K13119
gene11791	K06460
gene13297	K17771
gene11044	K20315
gene9889	K07847
gene10481	K13411
gene13798	K15297
gene14035	K20009
gene4723	K15001,K15007
gene8325	K21270
gene7299	K06027
gene12815	K01273
gene8656	K04905,K04909,K04910
gene8258	K19868,K19869
gene11412	K04392
gene12413	K12598
gene11848	K05692
gene13337	K18180
gene13662	K15001
gene14069	K00181
gene10821	K01052
gene6121	K07750,K22282
gene11523	K04809,K05312
gene9096	K20015
gene11659	K04503,K10151,K10152
gene10062	K13855,K13856
gene5596	K17541
gene14275	K07840,K07841
gene7609	K07817
gene12334	K03283
gene11909	K18166
gene7408	K13108
gene5121	K20655
gene8959	K07521
gene14255	K01764
gene8085	K09084
gene13610	K00720
gene4819	K04887
gene6482	K15113
gene12963	K02327
gene9163	K06069,K18952
gene4582	K08035,K09387
gene14049	K18729
gene12822	K10408
gene5909	K15439
gene14029	K10104
gene9463	K09383
gene14298	K06491
gene12044	K04710
gene3589	K09409
gene9208	K08811
gene13016	K10886
gene10233	K09614,K20049
gene12624	K13885
gene7374	K14439
gene7135	K01312,K09640
gene10225	K19404
gene12079	K04794,K18177
gene8587	K19473
gene7486	K01020,K04746
gene10721	K03253
gene14099	K04493
gene10639	K22455
gene10874	K00868
gene7239	K05770
gene12941	K10395
gene4470	K09270
gene9209	K17589
gene6973	K10399
gene10881	K01257,K01306,K09604,K11140,K11141,K13723
gene11092	K01044,K01049,K01063,K03927,K15743
gene12743	K02983,K15708
gene7156	K04440
gene5620	K09069
gene14207	K10486
gene8591	K01021
gene6359	K02235,K02432
gene10723	K02908
gene10295	K03209
gene13477	K01435,K08069
gene12803	K20673
gene14101	K00902
gene8481	K15109
gene12364	K01672,K18245
gene7500	K01197
gene12225	K14726,K17197
gene11471	K12755,K12757
gene6966	K07441
gene12489	K05312
gene11727	K18763
gene11768	K17256
gene13765	K08336
gene9220	K14079
gene11579	K01435,K08069
gene8722	K06530
gene12467	K17285
gene5205	K18408
gene13518	K10394,K16606,K20196,K20198
gene11550	K15201
gene12955	K13411
gene7275	K09640
gene8444	K11223,K11224
gene13019	K07890
gene13073	K01312,K01315,K08670,K09614
gene14087	K09228
gene10195	K15001,K15007
gene11530	K05197,K05198,K05199,K05200,K05313
gene10497	K18178
gene10498	K01883
gene14067	K02514,K08102,K08103
gene6543	K08705
gene13394	K08776
gene9292	K10401
gene12373	K20673
gene13462	K14569
gene2322	K09366
gene14076	K14003
gene9998	K18757
gene14658	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene13348	K09228,K09229
gene12725	K19934
gene6201	K08738
gene13714	K14073,K14074,K14075
gene12414	K00488,K10723,K15004,K17951,K17960
gene4855	K18038
gene12011	K12174
gene10765	K09228,K09229
gene11433	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene9385	K04974,K04975
gene10524	K13805
gene13005	K17906
gene13243	K17888
gene13391	K01187
gene11869	K00974
gene11705	K16578
gene5641	K09097,K15589
gene5473	K04255
gene14317	K09228
gene14707	K18166
gene12858	K15117
gene13056	K01052
gene4847	K05637,K06240
gene14034	K01044,K01049
gene6964	K01049
gene7971	K01044,K01049,K01050,K01063,K03927,K07378,K15743
gene11108	K21889
gene9754	K00500
gene6062	K11426
gene12196	K01530,K14802
gene5892	K16496,K16506,K16669
gene7339	K09215
gene8253	K02955
gene11082	K15153
gene8811	K03211,K09428
gene11598	K06753,K06754,K06755
gene10464	K01231
gene7528	K16469
gene9488	K12378
gene13176	K06259,K12384,K13885
gene10638	K20102
gene6089	K16833
gene10145	K15617
gene8884	K05194,K05195
gene9918	K14009
gene5462	K09183,K17894,K17897
gene13283	K20639
gene7952	K13102
gene10394	K03141
gene9876	K12349
gene12635	K02021,K05657,K19762
gene13458	K09452
gene7263	K04257
gene10536	K10736
gene12826	K00669
gene6893	K10523
gene8733	K07819
gene14449	K14857
gene11590	K12471
gene12850	K02875
gene13428	K06638
gene6865	K04984
gene6866	K04984
gene14252	K04135,K04165
gene10485	K12884,K12895
gene6597	K09215
gene7628	K15001
gene6048	K17964,K19942
gene12549	K04437
gene9715	K06835
gene10251	K04644,K04645
gene10258	K04706,K19511
gene9280	K21894
gene13691	K01053
gene14302	K15103
gene10626	K00411
gene6039	K14947
gene12693	K07532,K12331
gene12509	K17452
gene13653	K02259
gene12476	K12198
gene8495	K08738
gene12190	K17496
gene5097	K07293
